date_of_input,pred_next_day,obs_next_day
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,10.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,1.8
,2.4453476547355995,0.0
,2.4453476547355995,0.6
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,2.4
,2.4453476547355995,1.8
,2.4453476547355995,8.2
,2.4453476547355995,0.0
,2.4453476547355995,1.2
,2.4453476547355995,1.8
,2.4453476547355995,35.2
,2.4453476547355995,47.5
,2.4453476547355995,23.7
,2.4453476547355995,13.899999999999999
,2.4453476547355995,21.9
,2.4453476547355995,21.0
,2.4453476547355995,142.6
,2.4453476547355995,94.30000000000001
,2.4453476547355995,42.1
,2.4453476547355995,17.4
,2.4453476547355995,17.0
,2.4453476547355995,28.5
,2.4453476547355995,50.599999999999994
,2.4453476547355995,45.900000000000006
,2.4453476547355995,35.0
,2.4453476547355995,9.9
,2.4453476547355995,13.7
,2.4453476547355995,9.8
,2.4453476547355995,3.5
,2.4453476547355995,1.0
,2.4453476547355995,0.0
,2.4453476547355995,2.8
,2.4453476547355995,23.900000000000002
,2.4453476547355995,27.1
,2.4453476547355995,22.6
,2.4453476547355995,40.7
,2.4453476547355995,8.1
,2.4453476547355995,7.6
,2.4453476547355995,9.8
,2.4453476547355995,3.4
,2.4453476547355995,21.2
,2.4453476547355995,16.1
,2.4453476547355995,6.2
,2.4453476547355995,1.7000000000000002
,2.4453476547355995,8.0
,2.4453476547355995,22.9
,2.4453476547355995,40.8
,2.4453476547355995,37.5
,2.4453476547355995,12.9
,2.4453476547355995,22.2
,2.4453476547355995,5.5
,2.4453476547355995,5.4
,2.4453476547355995,2.5
,2.4453476547355995,0.7
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,5.2
,2.4453476547355995,5.8
,2.4453476547355995,55.300000000000004
,2.4453476547355995,154.0
,2.4453476547355995,95.2
,2.4453476547355995,33.900000000000006
,2.4453476547355995,29.900000000000002
,2.4453476547355995,32.7
,2.4453476547355995,10.600000000000001
,2.4453476547355995,5.0
,2.4453476547355995,0.7
,2.4453476547355995,2.8
,2.4453476547355995,15.4
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,
